AdoptionSpeed,MaturitySize,FurLength,Dewormed,Vaccinated,Sterilized,Health,Fee,Age
2,2,1,1,2,2,1,0,1
3,2,2,2,2,2,1,0,5
3,2,2,1,1,2,1,0,12
2,2,1,3,3,1,1,0,12
1,2,3,1,2,2,1,350,7
4,2,2,1,1,1,1,100,25
2,2,1,1,2,2,1,0,1
2,2,2,2,2,2,1,0,1
4,2,1,1,1,2,1,0,3
2,3,2,2,2,2,1,0,3
1,3,1,1,1,1,1,300,24
2,3,2,1,2,2,1,0,12
4,1,2,1,3,2,1,0,84
2,1,1,1,1,2,1,65,2
1,2,1,1,2,2,1,0,2
2,2,1,1,1,1,1,0,8
4,2,1,3,3,2,1,250,5
3,2,1,1,1,2,1,1,3
2,2,1,2,2,2,1,0,4
1,2,1,1,2,2,2,0,2
4,2,2,3,3,3,1,0,10
2,3,3,1,1,1,1,300,48
3,2,2,1,1,2,1,0,2
4,1,2,1,1,1,1,200,48
3,2,2,1,2,2,1,0,2
1,3,1,1,1,2,1,0,24
1,1,3,1,1,2,1,400,4
2,2,1,1,2,2,1,0,2
2,1,1,2,2,2,1,0,2
4,2,1,2,2,2,1,0,4
3,2,1,3,3,2,1,0,2
1,2,1,2,2,2,1,0,2
1,1,2,3,3,1,1,250,60
2,3,1,1,1,1,1,0,36
4,1,1,1,1,2,1,0,2
1,2,2,2,2,2,1,0,1
3,2,1,1,2,2,1,0,4
3,2,3,3,3,3,1,0,3
2,2,1,2,2,2,1,0,1
3,2,2,2,2,2,1,0,1
3,2,1,1,1,1,1,0,24
4,1,1,1,1,1,1,0,6
4,2,2,1,2,3,1,0,3
2,1,1,2,2,3,1,0,2
2,1,1,3,3,3,1,0,6
4,2,1,1,1,2,1,0,4
3,3,2,3,3,2,1,0,3
4,2,2,1,1,2,1,0,2
0,2,2,1,1,1,1,0,14
2,2,1,1,1,1,1,50,7
3,2,2,1,1,2,1,0,1
3,2,1,3,3,1,1,0,24
2,2,1,1,2,3,2,0,2
2,2,2,1,1,2,1,80,38
4,2,2,1,2,2,1,0,5
2,2,2,2,2,2,1,0,2
3,2,1,1,2,2,1,0,2
3,2,2,1,2,2,1,50,2
3,1,2,1,2,2,1,0,1
2,2,1,2,2,2,1,0,2
3,2,1,1,1,1,1,0,8
3,2,1,2,2,2,1,0,1
3,2,2,2,2,2,1,0,1
1,2,2,2,2,2,1,0,1
2,2,2,2,2,2,1,0,2
3,2,1,1,1,2,1,0,8
2,2,1,2,2,2,1,0,2
1,2,1,1,1,2,1,0,3
2,2,2,2,2,2,1,0,1
1,2,2,1,1,2,1,0,2
1,1,2,1,2,1,1,100,8
1,2,2,1,2,2,1,0,3
3,2,2,1,1,2,1,0,2
2,2,1,2,2,2,1,0,1
2,2,2,2,2,2,1,0,2
4,2,1,1,2,1,1,0,7
2,2,1,1,2,2,1,0,1
4,1,2,2,2,2,1,0,2
1,3,1,1,1,1,1,0,18
2,2,2,1,1,2,1,0,6
1,2,1,2,2,2,1,0,5
1,1,1,2,2,2,1,0,1
2,2,1,1,1,2,1,0,2
4,2,1,1,2,2,1,0,2
4,3,1,1,1,1,1,0,31
3,2,2,2,2,2,1,0,3
2,1,1,1,2,2,1,0,2
3,2,2,2,2,2,1,50,3
2,2,1,1,1,1,1,0,12
4,2,1,1,1,1,1,0,48
1,1,1,1,1,1,1,0,14
2,2,1,1,1,2,1,0,3
4,2,1,1,1,2,1,155,4
1,2,1,1,2,2,1,0,5
2,2,2,2,2,2,1,100,4
2,2,2,2,2,2,1,20,1
2,2,1,1,1,2,1,0,4
2,1,2,1,1,2,1,0,2
3,2,2,2,2,2,1,1,2
3,2,2,1,1,2,1,0,3
1,2,1,2,2,2,1,0,1
4,2,2,1,1,1,1,100,12
3,1,1,2,2,2,1,0,2
0,1,2,2,2,2,1,0,0
0,2,2,1,1,1,1,0,48
2,2,1,1,2,2,1,0,2
1,2,2,2,2,2,1,0,2
1,1,1,1,1,2,2,0,3
2,2,1,2,2,2,1,0,2
2,2,1,1,1,1,1,0,36
4,2,1,1,1,3,1,0,7
4,2,1,1,2,2,1,50,3
2,2,2,3,3,3,1,0,60
4,1,1,2,2,3,1,0,1
1,2,2,2,2,2,1,0,2
1,1,2,1,1,2,1,0,60
2,1,1,1,2,2,1,0,4
4,2,1,2,2,2,1,0,2
1,2,2,3,3,3,1,0,12
4,2,1,1,1,2,1,0,2
1,2,1,2,2,2,1,0,4
2,2,2,1,2,2,1,0,1
4,1,1,2,2,2,1,0,3
2,2,2,1,1,1,1,0,24
2,1,1,3,3,3,1,0,12
2,2,2,3,1,3,1,0,48
2,2,1,1,2,2,1,0,3
3,2,1,2,2,2,1,20,2
2,1,1,1,2,2,1,0,2
2,2,2,1,1,1,1,0,12
2,2,1,2,2,2,1,0,1
2,2,1,2,2,2,1,0,3
4,2,1,2,3,2,1,0,8
3,1,2,1,2,2,1,0,3
2,2,2,3,3,3,2,0,5
4,1,2,1,1,1,1,80,38
1,1,1,2,2,2,1,0,2
4,2,1,1,2,1,1,30,12
3,2,1,2,2,2,1,0,1
2,2,2,1,1,2,1,0,1
3,2,1,1,1,1,1,0,2
4,1,2,2,2,2,1,0,14
1,2,1,1,2,2,1,0,2
4,1,1,2,2,2,1,0,4
2,2,1,2,2,2,1,0,3
2,2,2,2,2,2,1,0,1
4,1,1,2,2,2,1,0,1
2,2,1,1,1,2,1,0,3
1,2,2,1,1,2,1,60,2
4,3,3,2,2,2,1,150,9
1,2,2,1,2,2,1,0,6
3,1,1,1,1,2,1,0,2
3,2,1,1,1,1,1,0,60
1,2,1,2,2,2,1,0,1
1,1,1,2,2,2,1,0,1
4,1,1,3,3,3,1,50,6
4,2,2,2,2,2,1,0,2
3,2,1,2,2,2,1,0,5
1,2,1,2,2,2,1,0,1
3,2,2,2,2,2,1,0,4
3,2,1,1,1,2,1,0,2
1,2,1,1,1,3,1,50,2
2,3,2,1,1,2,1,0,36
1,3,1,1,1,2,1,50,4
2,2,1,2,2,2,1,0,4
4,2,1,3,3,3,1,100,4
4,1,2,3,2,3,1,0,1
1,2,1,1,1,2,1,0,4
2,2,2,1,2,2,1,0,1
4,1,2,1,2,2,1,0,2
1,1,1,2,2,2,1,0,2
1,2,1,1,1,2,1,0,2
4,1,2,1,2,2,1,50,4
3,1,1,1,1,2,1,10,3
1,1,1,1,1,2,1,500,6
4,2,3,1,1,1,1,0,42
3,1,1,1,1,1,1,0,3
1,2,2,1,2,2,1,0,11
1,2,2,1,3,1,1,0,48
2,2,3,1,1,2,1,0,3
3,1,1,1,1,3,1,0,2
3,2,2,1,1,1,1,0,24
2,1,2,1,3,2,2,0,4
3,2,1,1,1,2,1,0,2
2,2,2,2,2,2,1,0,3
3,2,2,1,1,2,1,0,6
2,2,1,1,1,1,1,0,5
2,2,1,1,2,2,1,0,15
4,2,1,3,3,3,1,0,4
2,2,2,1,1,3,1,0,2
3,1,3,1,2,2,1,0,2
0,1,1,1,2,2,1,0,2
1,2,1,1,1,2,1,250,12
2,3,2,2,1,2,1,100,2
2,1,1,2,2,2,1,0,12
2,2,1,1,2,2,1,0,2
1,2,1,2,2,2,1,0,4
4,2,1,1,1,1,1,0,8
4,2,2,3,2,3,1,0,6
1,2,2,1,1,2,1,100,5
3,1,1,2,2,2,1,0,3
0,1,2,1,2,3,1,0,2
4,2,2,1,2,2,1,100,24
3,2,1,1,2,1,1,0,12
2,2,1,1,1,1,1,0,14
4,2,3,1,1,1,1,0,27
2,4,1,1,1,2,1,100,13
4,2,2,1,2,2,1,0,1
4,2,2,1,1,1,1,1,24
2,2,2,2,2,2,1,0,1
4,2,1,2,2,2,1,0,1
1,2,1,2,2,2,1,0,2
4,3,1,1,2,2,1,50,2
3,2,1,2,2,2,1,20,2
3,1,1,3,3,3,1,0,0
4,2,1,1,1,1,1,0,24
1,2,1,2,2,2,1,0,2
2,1,1,3,3,3,1,0,24
2,2,1,2,2,2,1,0,2
3,3,3,1,2,2,1,200,4
2,2,1,1,1,1,1,0,1
4,1,1,2,2,2,1,1,2
2,2,2,1,1,1,1,10,84
3,2,1,1,1,1,1,0,3
4,2,1,2,2,2,1,0,4
1,2,1,1,2,2,1,50,2
2,2,1,3,3,2,1,0,2
4,2,2,1,3,2,1,0,6
3,2,1,1,1,2,1,0,2
1,1,3,1,1,2,1,300,36
0,2,2,1,2,1,1,150,3
1,2,2,1,1,2,1,0,3
1,2,1,2,2,2,1,15,1
4,2,1,1,2,2,1,1,24
4,2,2,3,3,3,1,0,12
1,2,2,1,3,2,1,0,2
0,3,1,3,3,2,1,0,3
3,2,1,1,2,2,1,0,2
4,2,3,1,1,3,1,300,36
3,1,1,1,2,1,1,0,12
2,2,3,3,3,3,1,0,29
2,2,1,1,1,1,1,0,29
1,2,1,3,3,3,2,0,6
1,2,1,1,2,2,1,0,24
3,2,1,1,2,2,1,0,4
2,2,1,2,2,2,1,0,3
4,2,1,1,1,2,1,0,6
3,2,3,1,1,2,2,350,17
3,2,1,3,1,2,1,0,2
2,2,1,1,1,2,1,0,24
2,2,1,2,2,2,1,0,2
2,1,2,3,3,3,1,0,0
4,1,1,1,1,1,2,0,24
3,2,1,1,2,2,2,0,1
1,1,2,2,2,2,1,30,3
2,2,1,1,2,2,1,0,2
3,2,1,1,1,1,1,0,2
4,2,1,1,1,2,1,0,5
2,2,1,2,2,2,1,0,2
4,3,1,3,3,2,1,0,13
2,2,1,2,2,2,1,0,2
1,2,3,2,2,2,1,0,1
1,2,2,1,1,2,1,0,2
3,1,2,2,2,2,1,0,2
1,1,1,2,2,2,1,0,1
1,2,2,1,1,2,1,100,7
4,2,1,2,2,2,1,0,3
2,2,2,2,2,2,1,250,1
4,2,1,2,2,2,1,0,3
4,1,1,1,2,1,1,0,6
3,2,1,1,1,1,1,0,9
2,3,1,3,3,2,1,0,36
1,2,1,3,3,3,1,0,3
2,1,1,2,2,2,1,0,1
2,1,2,3,3,2,1,20,1
2,2,2,1,1,2,1,0,6
4,2,2,3,1,1,1,0,8
2,3,1,1,2,2,1,50,8
2,1,1,1,2,2,1,0,1
3,2,2,1,2,2,1,0,1
3,1,1,2,2,2,1,0,6
4,2,1,3,2,3,1,0,48
4,2,2,2,2,3,1,0,1
3,2,2,2,2,2,2,0,2
2,2,3,1,1,1,1,0,12
2,1,1,1,1,2,1,0,4
3,2,2,1,1,2,1,0,84
3,1,1,1,1,1,1,0,6
2,1,2,1,1,2,1,500,3
2,3,1,2,2,2,1,0,2
1,2,1,2,2,2,1,0,1
3,2,1,1,1,2,1,0,1
4,2,1,1,1,1,1,0,8
1,2,2,2,2,2,1,0,1
2,2,2,1,1,1,1,100,5
1,3,2,3,3,3,1,0,4
2,2,2,2,2,2,1,0,2
0,2,1,1,1,1,1,0,84
3,2,1,1,1,1,1,0,12
2,2,1,1,1,2,1,0,3
1,3,3,3,3,2,2,0,48
3,1,3,1,1,2,1,250,4
4,2,1,1,1,2,1,0,6
3,3,3,1,1,1,1,0,12
3,2,2,2,2,2,2,0,18
4,1,1,2,2,2,1,0,7
3,2,1,1,1,3,1,0,4
3,1,2,1,1,1,1,100,60
4,2,1,1,1,1,1,0,9
1,2,1,1,1,2,1,0,4
4,2,1,1,1,2,1,180,12
1,2,2,2,2,2,1,50,2
1,1,1,1,2,2,1,0,4
2,1,2,2,2,2,1,0,3
2,2,2,1,1,1,1,0,5
2,2,1,1,1,2,1,0,24
3,1,1,2,2,2,1,0,2
3,2,1,1,1,1,1,0,12
4,1,1,3,3,3,2,0,12
4,2,2,3,3,3,1,0,24
4,2,2,1,2,2,1,0,3
2,2,1,1,1,1,1,0,6
3,1,1,1,2,2,1,0,3
3,2,1,1,1,1,1,0,12
4,2,1,1,1,1,1,0,24
4,2,2,1,1,3,1,100,17
1,1,1,2,2,2,1,0,1
3,2,2,1,1,2,1,0,5
2,2,3,1,1,1,1,0,8
3,2,2,3,3,3,1,0,3
4,2,1,1,1,2,1,0,6
2,2,1,2,2,2,1,0,2
1,3,2,1,1,3,1,0,108
1,3,3,3,3,3,2,100,48
3,2,3,1,1,2,2,0,60
4,2,2,2,2,1,1,0,12
2,2,1,3,3,2,1,0,1
4,1,1,2,2,2,1,0,1
4,2,1,1,1,1,1,0,72
4,2,1,1,1,1,1,0,6
1,1,1,2,2,2,1,0,1
3,1,1,1,2,2,1,0,2
4,2,1,1,1,1,1,0,5
4,2,2,1,1,1,1,0,7
1,2,2,2,2,2,1,0,1
4,1,2,2,2,1,1,0,1
3,2,1,1,2,2,1,0,6
2,2,2,2,2,2,1,0,2
4,2,2,1,1,1,1,0,84
3,2,1,1,1,2,1,600,4
2,2,1,1,2,1,1,0,2
4,1,1,3,3,3,1,0,4
4,2,1,2,1,3,1,0,12
3,2,1,3,3,2,1,0,2
3,2,1,2,2,2,1,0,2
2,3,1,2,2,2,1,0,1
2,2,1,3,3,2,1,0,3
3,1,1,1,1,1,1,0,5
3,3,1,2,2,2,1,0,24
2,1,2,3,3,3,1,0,3
3,2,1,1,1,2,1,0,1
1,2,2,1,1,2,1,0,2
2,1,2,3,3,3,1,0,2
0,2,1,1,2,2,1,0,2
4,2,2,1,2,2,1,0,2
4,2,2,2,2,2,1,0,3
3,2,2,1,2,2,1,0,26
4,2,1,1,1,1,1,0,18
2,1,2,2,2,2,1,0,3
2,2,2,2,2,2,1,0,1
1,2,1,1,2,2,1,0,1
3,2,1,2,2,2,1,0,3
3,2,1,1,2,2,1,0,2
4,2,1,1,1,1,1,0,12
4,2,1,1,2,1,1,0,24
2,2,1,1,1,1,1,0,48
4,3,1,1,2,2,1,0,4
2,1,1,1,2,1,1,0,4
4,3,1,1,1,1,1,50,5
2,1,1,2,2,2,1,0,2
3,3,3,1,1,1,1,200,69
3,3,1,3,3,1,1,0,7
1,1,1,1,2,2,1,0,2
2,1,2,1,1,1,1,0,48
4,1,1,2,2,2,1,0,0
2,2,1,1,2,2,1,0,2
3,2,3,2,2,2,1,0,2
4,1,2,1,1,2,1,0,4
3,1,1,3,3,3,1,0,24
2,1,2,1,2,2,1,0,4
2,2,2,1,1,1,1,100,12
4,1,2,1,1,1,1,0,6
4,2,1,1,1,1,1,0,36
1,2,1,2,2,2,1,0,1
0,2,2,1,1,2,1,0,7
1,3,2,3,3,3,1,0,36
4,3,2,1,1,1,1,0,36
4,3,2,1,1,1,1,150,55
1,2,2,2,2,2,1,20,2
2,1,2,1,1,1,1,0,72
2,1,2,1,2,2,1,0,2
4,2,1,2,2,2,1,0,3
4,1,1,3,3,3,1,0,5
3,1,3,1,1,1,1,0,72
3,2,2,1,1,2,1,0,2
3,3,1,1,1,2,1,0,2
4,1,1,1,2,2,1,0,1
2,1,1,1,1,1,1,0,5
2,3,1,1,1,2,1,0,2
2,2,2,1,1,1,1,0,5
3,2,1,1,2,2,1,0,1
4,2,2,1,1,3,1,0,2
4,2,1,1,1,1,1,0,7
1,1,1,3,3,3,1,0,2
1,1,1,1,2,2,1,0,2
4,2,2,1,1,1,1,0,36
3,2,1,1,1,2,1,0,4
2,2,2,1,1,2,1,0,2
2,2,1,1,1,1,1,30,7
4,2,1,2,2,2,1,0,3
1,2,2,2,2,2,1,0,2
4,3,1,3,3,3,1,0,72
1,2,1,3,3,2,1,0,2
4,1,2,2,2,2,1,0,1
3,2,2,1,1,2,1,0,1
0,3,3,2,2,2,1,0,5
3,2,2,1,1,2,1,0,3
3,3,2,1,1,1,1,200,14
3,2,1,1,1,1,1,0,10
3,2,1,1,1,2,1,70,10
4,2,2,1,1,2,1,0,12
4,2,1,2,2,2,1,0,3
4,2,1,1,2,2,1,0,6
2,2,1,1,3,2,1,0,3
3,1,1,1,2,2,1,0,2
4,3,2,1,1,2,1,0,24
4,2,1,1,1,1,1,0,8
4,1,1,1,3,2,2,150,24
3,2,2,2,2,3,1,0,1
2,1,2,1,2,2,1,0,2
4,2,2,1,1,2,1,0,24
2,1,1,1,1,2,1,0,36
3,2,1,1,2,2,2,0,2
1,2,1,2,2,2,1,0,3
3,2,2,2,2,2,1,0,3
1,2,2,1,1,1,1,0,1
2,2,1,3,3,3,1,0,3
3,2,1,1,1,2,1,0,4
2,1,1,2,2,2,1,0,12
3,1,1,2,2,2,1,0,2
4,2,1,1,1,1,1,0,12
1,2,2,1,2,2,1,0,2
2,2,1,1,1,1,1,50,11
2,2,2,1,1,2,1,0,2
4,2,1,2,2,2,1,50,5
4,2,1,2,2,2,1,0,1
4,2,1,2,2,2,1,10,3
1,3,2,2,2,2,1,0,1
4,2,1,2,2,2,2,0,24
3,2,2,2,2,2,1,0,7
2,2,1,1,2,2,1,0,8
4,2,2,1,1,2,1,0,9
2,2,2,1,2,2,1,0,2
3,2,2,1,1,1,1,0,72
3,1,2,1,1,2,1,0,12
1,1,1,1,1,1,1,0,12
1,2,2,1,1,2,1,0,2
4,2,3,1,1,1,1,0,12
2,1,2,2,2,2,1,0,1
4,2,1,1,1,1,1,0,36
3,2,1,1,1,1,1,0,3
1,2,3,2,2,2,1,0,8
3,2,1,2,2,2,1,0,1
3,2,2,2,2,2,1,0,2
4,2,2,3,3,3,1,0,12
1,2,1,2,2,2,1,0,1
4,2,1,1,1,2,1,1,3
2,2,1,1,1,2,1,0,2
2,2,1,1,2,2,1,0,2
2,2,1,1,2,2,1,0,3
1,1,1,2,2,2,1,0,1
4,1,1,1,2,2,1,0,6
3,2,2,1,3,3,1,0,2
3,2,1,1,1,2,1,0,3
2,2,2,1,1,2,1,0,2
3,1,1,1,2,2,1,0,4
4,2,2,2,2,2,1,0,48
3,2,2,1,1,2,1,0,5
2,2,1,2,2,1,1,0,18
2,2,3,1,1,2,1,0,4
2,2,2,1,1,2,1,0,2
2,2,2,1,2,2,1,0,2
4,1,1,2,2,2,1,0,1
1,2,2,1,1,2,1,0,3
0,1,2,2,2,2,2,0,2
3,2,2,1,1,2,1,0,1
4,2,2,1,1,1,1,0,60
3,2,2,2,2,2,1,0,1
3,2,1,1,2,2,1,0,1
4,3,2,1,1,1,1,0,24
1,2,1,2,2,2,1,0,6
2,2,2,1,2,2,1,0,2
2,1,3,2,2,2,1,0,1
3,2,2,1,2,2,1,0,2
3,2,1,1,1,2,1,0,1
1,3,2,1,1,2,1,0,3
3,2,2,3,3,3,2,0,48
1,2,3,1,1,3,1,100,5
4,2,2,2,2,3,1,1,60
3,2,1,1,1,1,1,0,24
2,2,1,1,1,2,1,0,3
2,3,2,1,1,2,1,0,4
1,2,1,1,2,2,1,0,3
4,2,2,3,3,3,1,0,12
4,2,2,2,2,2,1,0,2
3,3,3,1,2,3,2,0,72
2,2,1,1,1,3,1,0,6
4,2,2,3,3,3,1,0,12
3,2,1,1,1,1,1,0,10
1,3,1,3,3,1,1,0,9
1,2,2,2,2,2,1,0,1
1,2,1,1,1,2,1,0,5
4,2,1,1,2,2,1,80,2
4,2,1,2,2,2,1,0,2
4,2,2,2,2,2,1,0,8
4,2,1,1,2,2,1,0,12
1,2,1,2,2,2,1,0,2
1,2,1,1,1,2,1,200,37
1,2,1,1,1,2,1,0,3
2,1,1,2,2,2,1,0,1
4,2,1,1,2,2,1,0,4
3,1,1,2,2,2,1,0,2
4,2,1,1,1,1,1,0,12
2,2,1,1,2,2,1,0,1
2,2,3,1,1,2,1,250,2
1,2,1,1,1,3,1,0,3
1,2,2,2,2,2,1,0,10
1,3,1,3,3,3,1,0,15
1,2,1,2,2,2,1,0,2
1,2,1,1,1,2,1,30,3
3,2,1,1,1,2,1,0,3
2,2,1,3,2,2,1,0,1
4,2,1,2,2,2,1,0,1
3,1,2,1,1,2,1,0,2
4,2,1,1,1,2,1,0,3
4,2,1,3,1,2,1,299,4
3,2,1,1,1,2,1,0,3
3,2,2,3,3,2,1,0,1
4,2,1,1,1,2,1,150,4
4,2,1,2,2,2,1,80,1
3,2,1,2,2,2,1,0,3
1,2,2,1,2,2,1,0,3
3,2,2,2,2,2,1,20,2
4,3,1,1,1,3,1,0,6
1,2,2,1,1,2,1,0,3
2,2,3,1,1,1,1,0,6
1,2,1,1,1,1,1,0,12
2,2,2,1,3,3,1,50,1
2,2,1,1,1,2,1,0,2
0,2,1,1,1,3,1,0,3
1,2,1,1,1,2,1,0,2
1,2,1,2,2,1,1,0,8
4,2,1,3,3,3,2,0,12
4,2,1,1,1,1,1,0,7
4,2,1,2,2,1,1,0,31
3,2,2,1,1,2,1,0,2
4,2,2,1,1,3,1,0,9
2,2,3,1,1,2,1,0,48
3,2,1,1,1,1,1,0,3
4,2,2,1,1,1,2,0,48
3,1,1,1,1,2,1,50,2
2,2,1,2,2,2,1,10,3
2,2,1,1,2,2,1,0,1
2,2,2,3,3,3,1,0,2
1,1,2,3,3,3,2,120,18
2,2,1,2,2,2,1,0,1
4,2,1,1,1,1,1,0,2
4,2,1,2,2,2,1,200,4
3,2,1,1,1,2,1,0,2
3,2,1,1,1,1,1,0,132
3,1,2,1,1,1,1,0,84
4,2,1,2,2,2,2,100,3
2,1,1,2,2,2,1,0,4
4,1,1,1,1,2,1,0,6
2,2,1,1,3,1,1,0,18
3,2,2,1,1,1,1,0,24
0,2,2,3,3,3,1,500,6
1,2,1,1,1,2,1,0,4
1,1,2,1,2,2,1,0,2
3,2,1,1,1,2,1,0,4
3,2,1,1,1,2,1,0,3
2,3,1,1,1,1,1,100,12
1,2,1,2,2,2,1,0,1
4,2,1,3,3,2,1,0,12
3,2,2,1,1,1,1,200,3
1,2,1,1,1,1,1,0,24
2,1,1,2,2,2,1,0,0
3,2,3,1,1,1,1,0,96
3,1,2,1,1,1,1,100,24
4,2,1,1,1,1,1,0,9
1,2,1,1,1,2,1,100,2
4,2,1,1,1,1,1,50,24
3,1,2,2,2,2,1,0,3
4,2,1,2,2,2,1,0,3
2,2,2,1,1,2,1,0,2
1,2,1,3,3,1,1,0,7
3,2,1,1,1,2,1,0,2
1,1,1,1,1,2,1,0,2
3,2,1,2,2,2,1,0,3
4,2,2,1,1,1,1,250,8
3,2,1,3,3,2,1,0,1
4,2,2,1,1,2,1,0,12
2,1,2,3,3,1,1,0,36
0,3,1,2,2,2,1,0,1
4,1,3,3,3,2,2,100,42
2,2,1,1,2,2,1,0,2
2,2,2,2,2,2,1,50,1
4,2,2,1,1,2,1,0,2
3,2,1,1,2,2,1,0,2
4,2,1,1,1,1,1,300,24
4,2,2,3,3,3,1,0,8
2,2,1,1,1,2,1,0,8
2,2,2,1,1,2,1,0,3
4,2,3,1,1,1,1,0,4
3,1,1,2,2,2,1,0,1
4,2,1,1,1,2,1,0,10
2,2,3,2,2,2,1,0,5
2,2,1,1,1,1,1,0,3
3,2,1,3,3,2,1,0,2
3,3,1,1,1,1,1,0,30
2,2,2,2,2,2,1,0,1
2,2,2,1,2,2,1,0,3
4,2,2,2,2,3,1,0,5
2,2,2,1,1,2,1,0,3
4,2,1,2,2,2,1,0,7
3,2,1,1,1,2,1,80,36
4,2,1,1,1,1,1,300,16
4,2,1,2,2,2,1,0,2
1,2,3,1,1,2,1,0,8
4,1,1,1,1,2,1,0,15
2,1,1,2,2,2,1,0,3
3,2,1,3,3,3,1,0,2
2,2,1,2,2,2,1,0,4
2,2,1,2,2,2,1,20,1
3,2,2,1,1,1,1,30,12
1,2,2,2,2,2,1,0,4
3,2,1,1,1,2,1,0,212
3,2,1,1,1,1,1,0,12
2,2,1,1,1,2,1,0,1
4,1,3,2,2,2,1,100,24
2,2,1,2,2,2,1,0,2
3,2,2,1,2,2,1,0,2
1,1,1,2,2,2,1,500,2
4,3,2,3,3,3,1,0,60
2,3,3,1,1,2,1,0,72
3,2,1,1,1,1,1,0,4
1,2,1,2,2,2,1,10,2
2,2,2,1,3,2,1,200,84
3,1,1,3,3,3,2,0,2
2,2,1,2,2,2,1,0,2
1,3,1,1,1,2,1,300,2
3,2,1,1,1,1,1,0,6
3,1,2,2,2,2,1,0,1
1,2,1,3,1,3,1,0,16
4,1,1,3,3,2,1,0,24
2,1,2,1,1,2,1,0,4
4,2,1,1,1,2,1,0,3
3,1,3,3,3,3,2,0,6
4,2,3,3,3,3,1,0,18
2,1,1,2,2,2,1,0,4
1,1,1,1,1,1,2,0,60
4,1,1,2,2,2,1,0,0
4,1,2,1,1,1,1,300,48
0,1,3,1,1,1,1,0,36
1,2,1,1,3,3,1,0,3
2,3,2,1,1,2,1,0,3
2,2,2,1,1,2,1,0,2
2,1,1,1,1,1,1,0,12
2,1,2,2,2,2,1,0,1
1,1,1,3,3,3,1,0,2
1,2,2,1,2,2,1,0,1
2,2,2,2,2,2,1,0,2
4,1,1,3,3,3,1,0,3
3,2,2,1,2,2,1,0,2
4,3,1,3,3,3,1,0,36
1,2,2,1,1,2,1,0,2
3,2,2,1,1,2,1,0,2
3,1,1,1,2,2,1,0,2
1,2,2,2,2,2,1,0,2
1,2,1,3,3,2,1,0,3
4,1,2,2,2,2,2,30,4
2,2,1,1,1,1,1,0,6
4,1,1,3,3,3,1,0,3
3,3,1,1,3,2,1,0,12
0,1,2,1,1,2,1,100,60
1,1,1,2,2,2,1,0,2
3,2,2,1,2,2,1,0,1
4,2,1,1,1,1,1,0,22
3,2,1,3,3,2,1,0,2
2,2,2,1,1,2,1,0,4
1,2,1,2,2,2,1,0,4
4,1,1,1,1,2,1,0,8
3,2,1,3,3,3,1,0,3
1,2,2,3,3,3,1,0,3
4,1,1,2,2,3,1,0,1
2,2,2,1,1,2,1,300,4
1,2,2,2,2,2,1,0,3
2,2,1,1,2,2,1,0,3
1,3,2,3,3,2,2,0,18
2,2,1,1,1,1,1,30,8
4,2,2,1,1,1,1,0,4
2,1,1,1,2,2,1,0,2
3,2,2,1,1,2,1,0,1
2,2,2,1,1,2,1,160,12
3,2,3,1,1,1,1,300,18
3,2,2,1,2,1,1,200,24
4,2,1,3,3,3,1,0,3
4,1,2,3,3,3,1,10,36
3,3,1,1,2,2,1,0,4
3,3,3,1,1,2,1,0,120
2,1,2,1,1,2,1,0,5
1,1,2,3,3,3,1,0,24
0,1,1,2,2,2,1,0,2
2,2,1,1,2,2,1,0,3
2,2,1,1,1,2,1,0,4
0,1,3,1,2,2,1,0,4
1,1,1,1,2,2,2,10,3
2,2,1,1,1,2,1,0,6
1,2,2,1,3,3,1,0,36
3,2,1,2,2,2,1,0,3
2,2,1,1,1,1,1,300,60
4,1,1,3,3,3,1,0,2
4,2,1,2,2,3,1,0,5
4,1,2,2,2,2,1,0,1
3,2,1,1,1,1,1,0,60
2,2,2,1,2,2,1,150,2
2,1,2,1,1,1,1,250,24
2,1,2,1,2,2,1,50,3
3,2,1,2,2,3,1,1,1
2,2,1,2,2,2,1,0,2
3,2,1,1,2,2,1,100,24
4,2,2,1,2,2,1,0,9
2,2,1,2,2,2,1,0,2
4,2,1,2,2,2,1,0,3
3,1,1,2,2,3,1,0,1
3,2,1,1,1,2,1,100,2
2,3,1,2,2,2,1,50,3
1,2,1,2,2,2,1,0,2
2,2,1,2,2,2,1,0,1
2,1,1,2,2,2,1,0,1
4,2,1,1,1,1,1,100,48
4,2,1,1,1,2,1,0,4
2,2,1,2,2,2,1,0,2
1,1,2,2,2,2,1,0,1
1,1,1,1,1,2,1,0,2
2,2,2,2,2,2,1,0,6
1,1,1,1,1,2,1,0,4
2,2,2,2,2,2,1,0,1
2,2,1,1,1,1,1,0,3
4,2,2,1,1,2,1,0,3
1,2,3,1,2,2,1,300,4
4,3,1,1,1,1,1,0,4
1,2,1,1,1,2,1,0,2
4,2,1,2,2,2,1,0,3
1,2,1,2,2,2,1,0,2
3,2,1,3,3,2,1,0,2
3,3,2,2,2,2,1,0,1
4,2,3,1,2,3,1,0,14
4,2,1,3,3,1,1,0,8
2,2,1,1,1,1,1,0,24
4,2,2,2,2,2,1,0,4
2,2,1,2,2,2,1,0,3
2,1,2,1,1,2,1,0,4
1,2,1,2,2,2,1,0,2
