AdoptionSpeed,MaturitySize,FurLength,Dewormed,Vaccinated,Sterilized,Health,Fee,Age,NameCounts,Named
1,2,1,2,2,2,1,15,1,1,1
4,2,1,1,2,2,1,1,24,0,0
4,2,2,3,3,3,1,0,12,1,1
1,2,2,1,3,2,1,0,2,3,1
0,3,1,3,3,2,1,0,3,0,0
3,2,1,1,2,2,1,0,2,1,1
4,2,3,1,1,3,1,300,36,8,1
3,1,1,1,2,1,1,0,12,1,1
2,2,3,3,3,3,1,0,29,5,1
2,2,1,1,1,1,1,0,29,3,1
1,2,1,3,3,3,2,0,6,1,1
1,2,1,1,2,2,1,0,24,1,1
3,2,1,1,2,2,1,0,4,0,0
2,2,1,2,2,2,1,0,3,0,0
4,2,1,1,1,2,1,0,6,9,1
3,2,3,1,1,2,2,350,17,7,1
3,2,1,3,1,2,1,0,2,1,1
2,2,1,1,1,2,1,0,24,3,1
2,2,1,2,2,2,1,0,2,1,1
2,1,2,3,3,3,1,0,0,0,0
4,1,1,1,1,1,2,0,24,0,0
3,2,1,1,2,2,2,0,1,1,1
1,1,2,2,2,2,1,30,3,1,1
2,2,1,1,2,2,1,0,2,0,0
3,2,1,1,1,1,1,0,2,13,1
4,2,1,1,1,2,1,0,5,12,1
2,2,1,2,2,2,1,0,2,2,1
4,3,1,3,3,2,1,0,13,1,1
2,2,1,2,2,2,1,0,2,2,1
1,2,3,2,2,2,1,0,1,21,1
1,2,2,1,1,2,1,0,2,2,1
3,1,2,2,2,2,1,0,2,1,1
1,1,1,2,2,2,1,0,1,1,1
1,2,2,1,1,2,1,100,7,1,1
4,2,1,2,2,2,1,0,3,1,1
2,2,2,2,2,2,1,250,1,1,1
4,2,1,2,2,2,1,0,3,0,0
4,1,1,1,2,1,1,0,6,3,1
3,2,1,1,1,1,1,0,9,5,1
2,3,1,3,3,2,1,0,36,1,1
1,2,1,3,3,3,1,0,3,25,1
2,1,1,2,2,2,1,0,1,1,1
2,1,2,3,3,2,1,20,1,0,0
2,2,2,1,1,2,1,0,6,3,1
4,2,2,3,1,1,1,0,8,10,1
2,3,1,1,2,2,1,50,8,23,1
2,1,1,1,2,2,1,0,1,16,1
3,2,2,1,2,2,1,0,1,1,1
3,1,1,2,2,2,1,0,6,0,0
4,2,1,3,2,3,1,0,48,12,1
4,2,2,2,2,3,1,0,1,1,1
3,2,2,2,2,2,2,0,2,26,1
2,2,3,1,1,1,1,0,12,1,1
2,1,1,1,1,2,1,0,4,1,1
3,2,2,1,1,2,1,0,84,3,1
3,1,1,1,1,1,1,0,6,1,1
2,1,2,1,1,2,1,500,3,1,1
2,3,1,2,2,2,1,0,2,1,1
1,2,1,2,2,2,1,0,1,1,1
3,2,1,1,1,2,1,0,1,1,1
4,2,1,1,1,1,1,0,8,2,1
1,2,2,2,2,2,1,0,1,1,1
2,2,2,1,1,1,1,100,5,2,1
1,3,2,3,3,3,1,0,4,1,1
2,2,2,2,2,2,1,0,2,1,1
0,2,1,1,1,1,1,0,84,1,1
3,2,1,1,1,1,1,0,12,1,1
2,2,1,1,1,2,1,0,3,1,1
1,3,3,3,3,2,2,0,48,7,1
3,1,3,1,1,2,1,250,4,1,1
4,2,1,1,1,2,1,0,6,1,1
3,3,3,1,1,1,1,0,12,4,1
3,2,2,2,2,2,2,0,18,1,1
4,1,1,2,2,2,1,0,7,1,1
3,2,1,1,1,3,1,0,4,9,1
3,1,2,1,1,1,1,100,60,1,1
4,2,1,1,1,1,1,0,9,1,1
1,2,1,1,1,2,1,0,4,32,1
4,2,1,1,1,2,1,180,12,3,1
1,2,2,2,2,2,1,50,2,2,1
1,1,1,1,2,2,1,0,4,7,1
2,1,2,2,2,2,1,0,3,1,1
2,2,2,1,1,1,1,0,5,1,1
2,2,1,1,1,2,1,0,24,25,1
3,1,1,2,2,2,1,0,2,0,0
3,2,1,1,1,1,1,0,12,32,1
4,1,1,3,3,3,2,0,12,0,0
4,2,2,3,3,3,1,0,24,15,1
4,2,2,1,2,2,1,0,3,1,1
2,2,1,1,1,1,1,0,6,2,1
3,1,1,1,2,2,1,0,3,1,1
3,2,1,1,1,1,1,0,12,1,1
4,2,1,1,1,1,1,0,24,1,1
4,2,2,1,1,3,1,100,17,22,1
1,1,1,2,2,2,1,0,1,1,1
3,2,2,1,1,2,1,0,5,2,1
2,2,3,1,1,1,1,0,8,2,1
3,2,2,3,3,3,1,0,3,0,0
4,2,1,1,1,2,1,0,6,1,1
2,2,1,2,2,2,1,0,2,0,0
1,3,2,1,1,3,1,0,108,7,1
1,3,3,3,3,3,2,100,48,15,1
3,2,3,1,1,2,2,0,60,1,1
4,2,2,2,2,1,1,0,12,2,1
2,2,1,3,3,2,1,0,1,1,1
4,1,1,2,2,2,1,0,1,1,1
4,2,1,1,1,1,1,0,72,1,1
4,2,1,1,1,1,1,0,6,15,1
1,1,1,2,2,2,1,0,1,1,1
3,1,1,1,2,2,1,0,2,1,1
4,2,1,1,1,1,1,0,5,3,1
4,2,2,1,1,1,1,0,7,35,1
1,2,2,2,2,2,1,0,1,1,1
4,1,2,2,2,1,1,0,1,15,1
3,2,1,1,2,2,1,0,6,1,1
2,2,2,2,2,2,1,0,2,1,1
4,2,2,1,1,1,1,0,84,2,1
3,2,1,1,1,2,1,600,4,1,1
2,2,1,1,2,1,1,0,2,1,1
4,1,1,3,3,3,1,0,4,0,0
4,2,1,2,1,3,1,0,12,3,1
3,2,1,3,3,2,1,0,2,4,1
3,2,1,2,2,2,1,0,2,1,1
2,3,1,2,2,2,1,0,1,2,1
2,2,1,3,3,2,1,0,3,4,1
3,1,1,1,1,1,1,0,5,5,1
3,3,1,2,2,2,1,0,24,1,1
2,1,2,3,3,3,1,0,3,1,1
3,2,1,1,1,2,1,0,1,2,1
1,2,2,1,1,2,1,0,2,3,1
2,1,2,3,3,3,1,0,2,1,1
0,2,1,1,2,2,1,0,2,9,1
4,2,2,1,2,2,1,0,2,1,1
4,2,2,2,2,2,1,0,3,6,1
3,2,2,1,2,2,1,0,26,1,1
4,2,1,1,1,1,1,0,18,2,1
2,1,2,2,2,2,1,0,3,23,1
2,2,2,2,2,2,1,0,1,1,1
1,2,1,1,2,2,1,0,1,2,1
3,2,1,2,2,2,1,0,3,1,1
3,2,1,1,2,2,1,0,2,1,1
4,2,1,1,1,1,1,0,12,4,1
4,2,1,1,2,1,1,0,24,10,1
2,2,1,1,1,1,1,0,48,2,1
4,3,1,1,2,2,1,0,4,2,1
2,1,1,1,2,1,1,0,4,4,1
4,3,1,1,1,1,1,50,5,22,1
2,1,1,2,2,2,1,0,2,27,1
3,3,3,1,1,1,1,200,69,21,1
3,3,1,3,3,1,1,0,7,29,1
1,1,1,1,2,2,1,0,2,9,1
2,1,2,1,1,1,1,0,48,1,1
4,1,1,2,2,2,1,0,0,0,0
2,2,1,1,2,2,1,0,2,0,0
3,2,3,2,2,2,1,0,2,1,1
4,1,2,1,1,2,1,0,4,1,1
3,1,1,3,3,3,1,0,24,1,1
2,1,2,1,2,2,1,0,4,10,1
2,2,2,1,1,1,1,100,12,32,1
4,1,2,1,1,1,1,0,6,1,1
4,2,1,1,1,1,1,0,36,3,1
1,2,1,2,2,2,1,0,1,2,1
0,2,2,1,1,2,1,0,7,1,1
1,3,2,3,3,3,1,0,36,2,1
4,3,2,1,1,1,1,0,36,11,1
4,3,2,1,1,1,1,150,55,22,1
1,2,2,2,2,2,1,20,2,2,1
2,1,2,1,1,1,1,0,72,3,1
2,1,2,1,2,2,1,0,2,7,1
4,2,1,2,2,2,1,0,3,8,1
4,1,1,3,3,3,1,0,5,1,1
3,1,3,1,1,1,1,0,72,1,1
3,2,2,1,1,2,1,0,2,1,1
3,3,1,1,1,2,1,0,2,1,1
4,1,1,1,2,2,1,0,1,4,1
2,1,1,1,1,1,1,0,5,5,1
2,3,1,1,1,2,1,0,2,64,1
2,2,2,1,1,1,1,0,5,1,1
3,2,1,1,2,2,1,0,1,34,1
4,2,2,1,1,3,1,0,2,5,1
4,2,1,1,1,1,1,0,7,5,1
1,1,1,3,3,3,1,0,2,1,1
1,1,1,1,2,2,1,0,2,9,1
4,2,2,1,1,1,1,0,36,1,1
3,2,1,1,1,2,1,0,4,22,1
2,2,2,1,1,2,1,0,2,1,1
2,2,1,1,1,1,1,30,7,1,1
4,2,1,2,2,2,1,0,3,1,1
1,2,2,2,2,2,1,0,2,0,0
4,3,1,3,3,3,1,0,72,0,0
1,2,1,3,3,2,1,0,2,2,1
4,1,2,2,2,2,1,0,1,0,0
3,2,2,1,1,2,1,0,1,2,1
0,3,3,2,2,2,1,0,5,1,1
3,2,2,1,1,2,1,0,3,5,1
3,3,2,1,1,1,1,200,14,1,1
3,2,1,1,1,1,1,0,10,1,1
3,2,1,1,1,2,1,70,10,21,1
4,2,2,1,1,2,1,0,12,1,1
4,2,1,2,2,2,1,0,3,0,0
4,2,1,1,2,2,1,0,6,28,1
2,2,1,1,3,2,1,0,3,2,1
3,1,1,1,2,2,1,0,2,1,1
4,3,2,1,1,2,1,0,24,1,1
4,2,1,1,1,1,1,0,8,6,1
4,1,1,1,3,2,2,150,24,1,1
3,2,2,2,2,3,1,0,1,1,1
2,1,2,1,2,2,1,0,2,0,0
4,2,2,1,1,2,1,0,24,1,1
2,1,1,1,1,2,1,0,36,1,1
3,2,1,1,2,2,2,0,2,7,1
1,2,1,2,2,2,1,0,3,1,1
3,2,2,2,2,2,1,0,3,1,1
1,2,2,1,1,1,1,0,1,0,0
2,2,1,3,3,3,1,0,3,1,1
3,2,1,1,1,2,1,0,4,3,1
2,1,1,2,2,2,1,0,12,1,1
3,1,1,2,2,2,1,0,2,2,1
4,2,1,1,1,1,1,0,12,33,1
1,2,2,1,2,2,1,0,2,1,1
2,2,1,1,1,1,1,50,11,5,1
2,2,2,1,1,2,1,0,2,1,1
4,2,1,2,2,2,1,50,5,4,1
4,2,1,2,2,2,1,0,1,1,1
4,2,1,2,2,2,1,10,3,1,1
1,3,2,2,2,2,1,0,1,1,1
4,2,1,2,2,2,2,0,24,1,1
3,2,2,2,2,2,1,0,7,7,1
2,2,1,1,2,2,1,0,8,5,1
4,2,2,1,1,2,1,0,9,0,0
2,2,2,1,2,2,1,0,2,8,1
3,2,2,1,1,1,1,0,72,6,1
3,1,2,1,1,2,1,0,12,12,1
1,1,1,1,1,1,1,0,12,0,0
1,2,2,1,1,2,1,0,2,1,1
4,2,3,1,1,1,1,0,12,1,1
2,1,2,2,2,2,1,0,1,1,1
4,2,1,1,1,1,1,0,36,64,1
3,2,1,1,1,1,1,0,3,1,1
1,2,3,2,2,2,1,0,8,12,1
3,2,1,2,2,2,1,0,1,1,1
3,2,2,2,2,2,1,0,2,1,1
4,2,2,3,3,3,1,0,12,27,1
1,2,1,2,2,2,1,0,1,1,1
4,2,1,1,1,2,1,1,3,1,1
2,2,1,1,1,2,1,0,2,6,1
2,2,1,1,2,2,1,0,2,7,1
2,2,1,1,2,2,1,0,3,1,1
1,1,1,2,2,2,1,0,1,1,1
4,1,1,1,2,2,1,0,6,1,1
3,2,2,1,3,3,1,0,2,1,1
3,2,1,1,1,2,1,0,3,1,1
2,2,2,1,1,2,1,0,2,30,1
3,1,1,1,2,2,1,0,4,1,1
4,2,2,2,2,2,1,0,48,1,1
3,2,2,1,1,2,1,0,5,1,1
2,2,1,2,2,1,1,0,18,1,1
2,2,3,1,1,2,1,0,4,24,1
2,2,2,1,1,2,1,0,2,1,1
2,2,2,1,2,2,1,0,2,2,1
4,1,1,2,2,2,1,0,1,1,1
1,2,2,1,1,2,1,0,3,1,1
0,1,2,2,2,2,2,0,2,11,1
3,2,2,1,1,2,1,0,1,1,1
4,2,2,1,1,1,1,0,60,1,1
3,2,2,2,2,2,1,0,1,1,1
3,2,1,1,2,2,1,0,1,1,1
4,3,2,1,1,1,1,0,24,1,1
1,2,1,2,2,2,1,0,6,34,1
2,2,2,1,2,2,1,0,2,1,1
2,1,3,2,2,2,1,0,1,1,1
3,2,2,1,2,2,1,0,2,1,1
3,2,1,1,1,2,1,0,1,1,1
1,3,2,1,1,2,1,0,3,1,1
3,2,2,3,3,3,2,0,48,4,1
1,2,3,1,1,3,1,100,5,1,1
4,2,2,2,2,3,1,1,60,1,1
3,2,1,1,1,1,1,0,24,3,1
2,2,1,1,1,2,1,0,3,0,0
2,3,2,1,1,2,1,0,4,1,1
1,2,1,1,2,2,1,0,3,39,1
4,2,2,3,3,3,1,0,12,1,1
4,2,2,2,2,2,1,0,2,0,0
3,3,3,1,2,3,2,0,72,1,1
2,2,1,1,1,3,1,0,6,64,1
4,2,2,3,3,3,1,0,12,1,1
3,2,1,1,1,1,1,0,10,1,1
1,3,1,3,3,1,1,0,9,2,1
1,2,2,2,2,2,1,0,1,1,1
1,2,1,1,1,2,1,0,5,9,1
4,2,1,1,2,2,1,80,2,1,1
4,2,1,2,2,2,1,0,2,0,0
4,2,2,2,2,2,1,0,8,1,1
4,2,1,1,2,2,1,0,12,0,0
1,2,1,2,2,2,1,0,2,1,1
1,2,1,1,1,2,1,200,37,1,1
1,2,1,1,1,2,1,0,3,2,1
2,1,1,2,2,2,1,0,1,1,1
4,2,1,1,2,2,1,0,4,1,1
3,1,1,2,2,2,1,0,2,4,1
4,2,1,1,1,1,1,0,12,1,1
2,2,1,1,2,2,1,0,1,1,1
2,2,3,1,1,2,1,250,2,1,1
1,2,1,1,1,3,1,0,3,2,1
1,2,2,2,2,2,1,0,10,1,1
1,3,1,3,3,3,1,0,15,5,1
1,2,1,2,2,2,1,0,2,1,1
1,2,1,1,1,2,1,30,3,2,1
3,2,1,1,1,2,1,0,3,1,1
2,2,1,3,2,2,1,0,1,1,1
4,2,1,2,2,2,1,0,1,1,1
3,1,2,1,1,2,1,0,2,0,0
4,2,1,1,1,2,1,0,3,1,1
4,2,1,3,1,2,1,299,4,4,1
3,2,1,1,1,2,1,0,3,1,1
3,2,2,3,3,2,1,0,1,1,1
4,2,1,1,1,2,1,150,4,29,1
4,2,1,2,2,2,1,80,1,1,1
3,2,1,2,2,2,1,0,3,1,1
1,2,2,1,2,2,1,0,3,11,1
3,2,2,2,2,2,1,20,2,2,1
4,3,1,1,1,3,1,0,6,0,0
1,2,2,1,1,2,1,0,3,1,1
2,2,3,1,1,1,1,0,6,1,1
1,2,1,1,1,1,1,0,12,20,1
2,2,2,1,3,3,1,50,1,1,1
2,2,1,1,1,2,1,0,2,6,1
0,2,1,1,1,3,1,0,3,1,1
1,2,1,1,1,2,1,0,2,1,1
1,2,1,2,2,1,1,0,8,33,1
4,2,1,3,3,3,2,0,12,1,1
4,2,1,1,1,1,1,0,7,1,1
4,2,1,2,2,1,1,0,31,1,1
3,2,2,1,1,2,1,0,2,1,1
4,2,2,1,1,3,1,0,9,9,1
2,2,3,1,1,2,1,0,48,6,1
3,2,1,1,1,1,1,0,3,1,1
4,2,2,1,1,1,2,0,48,30,1
3,1,1,1,1,2,1,50,2,1,1
2,2,1,2,2,2,1,10,3,1,1
2,2,1,1,2,2,1,0,1,1,1
2,2,2,3,3,3,1,0,2,1,1
1,1,2,3,3,3,2,120,18,1,1
2,2,1,2,2,2,1,0,1,1,1
4,2,1,1,1,1,1,0,2,1,1
4,2,1,2,2,2,1,200,4,1,1
3,2,1,1,1,2,1,0,2,1,1
3,2,1,1,1,1,1,0,132,0,0
3,1,2,1,1,1,1,0,84,7,1
4,2,1,2,2,2,2,100,3,3,1
2,1,1,2,2,2,1,0,4,2,1
4,1,1,1,1,2,1,0,6,36,1
2,2,1,1,3,1,1,0,18,1,1
3,2,2,1,1,1,1,0,24,0,0
0,2,2,3,3,3,1,500,6,17,1
1,2,1,1,1,2,1,0,4,1,1
1,1,2,1,2,2,1,0,2,3,1
3,2,1,1,1,2,1,0,4,8,1
3,2,1,1,1,2,1,0,3,1,1
2,3,1,1,1,1,1,100,12,1,1
1,2,1,2,2,2,1,0,1,1,1
4,2,1,3,3,2,1,0,12,0,0
3,2,2,1,1,1,1,200,3,1,1
1,2,1,1,1,1,1,0,24,0,0
2,1,1,2,2,2,1,0,0,0,0
3,2,3,1,1,1,1,0,96,1,1
3,1,2,1,1,1,1,100,24,1,1
4,2,1,1,1,1,1,0,9,1,1
1,2,1,1,1,2,1,100,2,1,1
4,2,1,1,1,1,1,50,24,1,1
3,1,2,2,2,2,1,0,3,0,0
4,2,1,2,2,2,1,0,3,0,0
2,2,2,1,1,2,1,0,2,1,1
1,2,1,3,3,1,1,0,7,1,1
3,2,1,1,1,2,1,0,2,1,1
1,1,1,1,1,2,1,0,2,1,1
3,2,1,2,2,2,1,0,3,1,1
4,2,2,1,1,1,1,250,8,6,1
3,2,1,3,3,2,1,0,1,2,1
4,2,2,1,1,2,1,0,12,1,1
2,1,2,3,3,1,1,0,36,3,1
0,3,1,2,2,2,1,0,1,1,1
4,1,3,3,3,2,2,100,42,1,1
2,2,1,1,2,2,1,0,2,1,1
2,2,2,2,2,2,1,50,1,1,1
4,2,2,1,1,2,1,0,2,1,1
3,2,1,1,2,2,1,0,2,1,1
4,2,1,1,1,1,1,300,24,6,1
4,2,2,3,3,3,1,0,8,1,1
2,2,1,1,1,2,1,0,8,11,1
2,2,2,1,1,2,1,0,3,3,1
4,2,3,1,1,1,1,0,4,1,1
3,1,1,2,2,2,1,0,1,23,1
4,2,1,1,1,2,1,0,10,1,1
2,2,3,2,2,2,1,0,5,1,1
2,2,1,1,1,1,1,0,3,10,1
3,2,1,3,3,2,1,0,2,21,1
3,3,1,1,1,1,1,0,30,1,1
2,2,2,2,2,2,1,0,1,23,1
2,2,2,1,2,2,1,0,3,4,1
4,2,2,2,2,3,1,0,5,0,0
2,2,2,1,1,2,1,0,3,1,1
4,2,1,2,2,2,1,0,7,0,0
3,2,1,1,1,2,1,80,36,1,1
4,2,1,1,1,1,1,300,16,1,1
4,2,1,2,2,2,1,0,2,1,1
1,2,3,1,1,2,1,0,8,3,1
4,1,1,1,1,2,1,0,15,2,1
2,1,1,2,2,2,1,0,3,2,1
3,2,1,3,3,3,1,0,2,1,1
2,2,1,2,2,2,1,0,4,8,1
2,2,1,2,2,2,1,20,1,6,1
3,2,2,1,1,1,1,30,12,2,1
1,2,2,2,2,2,1,0,4,5,1
3,2,1,1,1,2,1,0,212,1,1
3,2,1,1,1,1,1,0,12,1,1
2,2,1,1,1,2,1,0,1,1,1
4,1,3,2,2,2,1,100,24,1,1
2,2,1,2,2,2,1,0,2,1,1
3,2,2,1,2,2,1,0,2,1,1
1,1,1,2,2,2,1,500,2,2,1
4,3,2,3,3,3,1,0,60,1,1
2,3,3,1,1,2,1,0,72,1,1
3,2,1,1,1,1,1,0,4,1,1
1,2,1,2,2,2,1,10,2,1,1
2,2,2,1,3,2,1,200,84,1,1
3,1,1,3,3,3,2,0,2,0,0
2,2,1,2,2,2,1,0,2,1,1
1,3,1,1,1,2,1,300,2,1,1
3,2,1,1,1,1,1,0,6,9,1
3,1,2,2,2,2,1,0,1,4,1
1,2,1,3,1,3,1,0,16,1,1
4,1,1,3,3,2,1,0,24,1,1
2,1,2,1,1,2,1,0,4,0,0
4,2,1,1,1,2,1,0,3,25,1
3,1,3,3,3,3,2,0,6,0,0
4,2,3,3,3,3,1,0,18,1,1
2,1,1,2,2,2,1,0,4,8,1
1,1,1,1,1,1,2,0,60,1,1
4,1,1,2,2,2,1,0,0,1,1
4,1,2,1,1,1,1,300,48,16,1
0,1,3,1,1,1,1,0,36,10,1
1,2,1,1,3,3,1,0,3,7,1
2,3,2,1,1,2,1,0,3,2,1
2,2,2,1,1,2,1,0,2,1,1
2,1,1,1,1,1,1,0,12,7,1
2,1,2,2,2,2,1,0,1,7,1
1,1,1,3,3,3,1,0,2,1,1
1,2,2,1,2,2,1,0,1,1,1
2,2,2,2,2,2,1,0,2,1,1
4,1,1,3,3,3,1,0,3,0,0
3,2,2,1,2,2,1,0,2,1,1
4,3,1,3,3,3,1,0,36,0,0
1,2,2,1,1,2,1,0,2,4,1
3,2,2,1,1,2,1,0,2,1,1
3,1,1,1,2,2,1,0,2,2,1
1,2,2,2,2,2,1,0,2,1,1
1,2,1,3,3,2,1,0,3,1,1
4,1,2,2,2,2,2,30,4,23,1
2,2,1,1,1,1,1,0,6,1,1
4,1,1,3,3,3,1,0,3,1,1
3,3,1,1,3,2,1,0,12,2,1
0,1,2,1,1,2,1,100,60,1,1
1,1,1,2,2,2,1,0,2,1,1
3,2,2,1,2,2,1,0,1,1,1
4,2,1,1,1,1,1,0,22,1,1
3,2,1,3,3,2,1,0,2,1,1
2,2,2,1,1,2,1,0,4,27,1
1,2,1,2,2,2,1,0,4,2,1
4,1,1,1,1,2,1,0,8,1,1
3,2,1,3,3,3,1,0,3,1,1
1,2,2,3,3,3,1,0,3,0,0
4,1,1,2,2,3,1,0,1,1,1
2,2,2,1,1,2,1,300,4,1,1
1,2,2,2,2,2,1,0,3,0,0
2,2,1,1,2,2,1,0,3,1,1
1,3,2,3,3,2,2,0,18,1,1
2,2,1,1,1,1,1,30,8,1,1
4,2,2,1,1,1,1,0,4,1,1
2,1,1,1,2,2,1,0,2,7,1
3,2,2,1,1,2,1,0,1,1,1
2,2,2,1,1,2,1,160,12,2,1
3,2,3,1,1,1,1,300,18,1,1
3,2,2,1,2,1,1,200,24,4,1
4,2,1,3,3,3,1,0,3,15,1
4,1,2,3,3,3,1,10,36,2,1
3,3,1,1,2,2,1,0,4,1,1
3,3,3,1,1,2,1,0,120,9,1
2,1,2,1,1,2,1,0,5,21,1
1,1,2,3,3,3,1,0,24,2,1
0,1,1,2,2,2,1,0,2,1,1
2,2,1,1,2,2,1,0,3,0,0
2,2,1,1,1,2,1,0,4,8,1
0,1,3,1,2,2,1,0,4,3,1
1,1,1,1,2,2,2,10,3,1,1
2,2,1,1,1,2,1,0,6,2,1
1,2,2,1,3,3,1,0,36,0,0
3,2,1,2,2,2,1,0,3,1,1
2,2,1,1,1,1,1,300,60,2,1
4,1,1,3,3,3,1,0,2,1,1
4,2,1,2,2,3,1,0,5,1,1
4,1,2,2,2,2,1,0,1,1,1
3,2,1,1,1,1,1,0,60,25,1
2,2,2,1,2,2,1,150,2,8,1
2,1,2,1,1,1,1,250,24,0,0
2,1,2,1,2,2,1,50,3,1,1
3,2,1,2,2,3,1,1,1,1,1
2,2,1,2,2,2,1,0,2,1,1
3,2,1,1,2,2,1,100,24,1,1
4,2,2,1,2,2,1,0,9,4,1
2,2,1,2,2,2,1,0,2,1,1
4,2,1,2,2,2,1,0,3,9,1
3,1,1,2,2,3,1,0,1,1,1
3,2,1,1,1,2,1,100,2,1,1
2,3,1,2,2,2,1,50,3,3,1
1,2,1,2,2,2,1,0,2,1,1
2,2,1,2,2,2,1,0,1,1,1
2,1,1,2,2,2,1,0,1,6,1
4,2,1,1,1,1,1,100,48,1,1
4,2,1,1,1,2,1,0,4,1,1
2,2,1,2,2,2,1,0,2,1,1
1,1,2,2,2,2,1,0,1,0,0
1,1,1,1,1,2,1,0,2,3,1
2,2,2,2,2,2,1,0,6,13,1
1,1,1,1,1,2,1,0,4,1,1
2,2,2,2,2,2,1,0,1,1,1
2,2,1,1,1,1,1,0,3,1,1
4,2,2,1,1,2,1,0,3,20,1
1,2,3,1,2,2,1,300,4,1,1
4,3,1,1,1,1,1,0,4,24,1
1,2,1,1,1,2,1,0,2,3,1
4,2,1,2,2,2,1,0,3,1,1
1,2,1,2,2,2,1,0,2,1,1
3,2,1,3,3,2,1,0,2,1,1
3,3,2,2,2,2,1,0,1,0,0
4,2,3,1,2,3,1,0,14,10,1
4,2,1,3,3,1,1,0,8,4,1
2,2,1,1,1,1,1,0,24,1,1
4,2,2,2,2,2,1,0,4,0,0
2,2,1,2,2,2,1,0,3,0,0
2,1,2,1,1,2,1,0,4,8,1
1,2,1,2,2,2,1,0,2,0,0
1,1,1,2,2,2,1,0,1,0,0
4,2,1,2,2,2,1,0,3,0,0
1,3,1,3,3,3,1,0,2,1,1
3,1,1,2,2,2,1,0,0,3,1
2,2,1,2,2,2,1,20,2,2,1
2,3,1,1,3,2,1,0,9,3,1
3,2,2,1,2,2,2,0,2,23,1
4,2,1,3,3,3,1,0,5,0,0
3,2,2,2,2,2,2,0,6,2,1
3,2,1,1,1,2,1,200,3,2,1
3,3,2,1,1,2,1,0,11,5,1
2,2,1,2,2,2,1,0,2,1,1
1,2,1,2,2,2,1,0,1,1,1
3,2,1,1,1,1,1,0,12,2,1
3,2,1,1,1,2,1,100,3,2,1
3,2,1,2,2,2,1,0,3,25,1
3,3,2,1,1,2,1,0,3,1,1
4,2,1,2,2,2,1,0,17,0,0
2,2,1,2,2,2,1,0,1,0,0
4,2,1,2,2,2,2,0,12,0,0
2,1,1,1,1,2,1,0,2,1,1
2,2,3,1,1,2,1,300,3,9,1
4,2,2,1,2,2,1,0,6,10,1
4,1,1,1,1,2,1,0,2,1,1
3,2,2,1,1,2,1,0,2,1,1
2,2,1,1,1,2,1,0,8,1,1
1,1,2,3,3,3,1,0,12,1,1
4,2,2,2,2,2,1,0,3,1,1
1,2,2,1,1,2,1,0,3,1,1
2,3,3,1,2,2,1,0,20,1,1
2,2,3,3,3,3,1,0,6,1,1
3,1,1,2,2,2,1,0,1,8,1
2,2,1,1,1,2,1,0,1,49,1
3,2,1,1,1,2,1,0,2,2,1
1,1,1,2,2,2,2,0,3,1,1
1,1,1,2,2,2,1,0,1,0,0
3,2,2,1,2,2,1,0,2,1,1
3,2,2,2,2,2,1,0,7,1,1
4,2,1,2,1,2,1,100,2,2,1
3,3,1,1,1,2,1,0,3,54,1
2,1,1,2,2,2,1,0,3,0,0
2,1,1,1,1,1,1,0,12,1,1
3,1,1,2,2,2,1,0,2,1,1
2,2,1,1,1,2,1,0,3,1,1
3,2,1,1,1,2,1,0,1,1,1
1,2,1,3,3,2,1,0,2,1,1
4,2,1,3,3,3,1,0,3,2,1
3,2,2,2,2,2,1,0,2,1,1
1,2,2,1,2,2,1,0,1,1,1
2,2,2,1,1,3,1,250,2,1,1
3,1,1,2,2,2,1,0,1,1,1
4,2,1,2,2,2,1,0,2,3,1
1,2,1,1,1,2,1,0,2,3,1
2,1,2,1,1,2,1,0,2,1,1
4,2,2,2,2,2,1,0,4,0,0
1,2,2,2,2,2,1,0,1,0,0
2,2,2,2,2,2,1,0,2,1,1
2,2,1,1,2,2,1,0,2,2,1
1,2,1,1,1,2,1,0,8,2,1
2,2,1,1,1,1,1,0,3,1,1
2,2,2,1,1,2,1,200,3,1,1
3,2,2,2,2,2,1,0,2,1,1
2,2,2,3,3,2,1,0,3,1,1
2,2,1,1,1,2,1,0,2,2,1
3,2,2,1,1,1,1,0,72,8,1
1,2,2,2,2,2,1,0,2,0,0
2,2,1,3,1,3,1,5,2,0,0
1,2,3,3,3,1,1,0,24,6,1
1,2,1,1,2,2,1,30,6,2,1
1,3,2,1,3,3,1,0,2,0,0
4,2,2,3,3,3,1,0,12,1,1
0,2,2,1,1,2,1,0,24,7,1
3,2,1,1,2,2,1,80,3,1,1
4,2,2,1,1,1,1,10,33,1,1
1,2,1,1,1,1,1,0,30,1,1
4,1,1,1,2,2,1,50,1,54,1
3,2,1,1,1,2,1,0,3,1,1
4,1,1,1,1,2,1,0,12,1,1
2,2,1,2,2,2,1,0,3,9,1
4,2,1,3,3,3,1,0,8,1,1
2,1,1,1,1,1,1,0,84,1,1
3,2,2,2,2,2,1,0,4,3,1
2,2,1,1,2,2,1,0,2,3,1
4,2,1,1,1,2,1,0,12,3,1
4,2,2,3,3,1,1,0,5,64,1
2,1,3,1,1,1,1,0,60,15,1
4,1,1,1,1,1,1,0,42,1,1
0,1,1,2,2,1,1,0,0,0,0
3,2,2,2,2,3,1,0,1,0,0
3,2,1,1,1,2,1,50,4,8,1
4,2,2,1,1,2,1,0,48,1,1
